OID,VEG_POINT_SOURCE,AUTO_ID,CIRCUITNAME,UNDERBUILD,UNIQUE_SEGMENT_ID,VP_STATUS,WORK_VERIFICATION_STATUS,PI_COMPANY,SPECIES,RWD_EXC,DEAD_DYING,DIAMETER,HEIGHT,TAT_RESULT,TREE_MATRIX_SCORE,IMPACT_MATRIX_SCORE,PRESCRIP,WOOD_MAN,TRAFFIC,ENVIRONMENTAL_CONCERN,PI_COMMENTS,TW_COMPANY,TW_SUB,TW_FOREMAN_ISN,TW_ACT_WORK,TW_WORK_DATE,TW_COMMENTS,TW_BILLING_TYPE,TW_READY_TO_INVOICE,TW_INVOICING_STATUS,WM_COMPANY,WM_SUB,WM_DATE,WM_COMMENTS,EVM_LAST_EDITOR,EVM_LAST_EDITED,REGION,DIVISION,PARCEL_NAME,SITE_ADDRESS,PROPERTY_CITY,Creator,Created,Editor,Edited,GlobalID,UNIQUE_PARCEL_ID,EVM_SYNC_ID
-1,,VP_AW115-G24_1630057_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380198,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,13,60,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.4 span from pole 44g to 44h, 30 feet north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 18:25:55,Sierra,SI_Sierra,,16852 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 18:25:55,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821535,5ec4b833-7935-4aa2-a2ba-7305331c7be5
-1,,VP_AW115-G24_1630058_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379021,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,14,67,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.4 span from pole 44g to 44h, 30 feet north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 18:29:02,Sierra,SI_Sierra,,16852 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 18:29:02,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821535,02ba5934-a7e5-4b09-896e-824a9e6d2d82
-1,,VP_AW115-G24_1630059_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379021,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,18,77,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.3 span from pole 44g to 44h, 30 feet north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 18:31:04,Sierra,SI_Sierra,,16852 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 18:31:04,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821535,b23432be-496a-476e-9744-09519f91a6c4
-1,,VP_AW115-G24_1630060_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379021,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,7,47,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.4 span from pole 44g to 44h, 20 feet north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 18:55:47,Sierra,SI_Sierra,,16852 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 18:55:47,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821535,a455b9a4-5ac2-44b4-b80e-e9f496bb4e51
-1,,VP_AW115-G24_1630061_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380327,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,9,36,Do Not ABATE,,,R1A_Rmv 1-A,Cut and Leave,,None Observed,"0.9 span from pole 44g to pole 44f, 20’ north of line ",,,,,,,Unit,No,Not Invoiced,,,,Cut logs to 14” lengths remove all slash ,sdemaj_awrr,5/12/2020 19:28:46,Sierra,SI_Sierra,,16376 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:21:14,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_818237,10c4c5d1-515b-482a-a22f-8f248eb242f7
-1,,VP_AW115-G24_1630062_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380327,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,14,40,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 44g to pole 44f, 30’ north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 19:25:22,Sierra,SI_Sierra,,16376 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:25:22,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_818237,cdf49e7e-5c38-4ee7-8caf-f7bebcb0229b
-1,,VP_AW115-G24_1630063_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380327,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,6,25,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 44g to pole 44f, 20’ north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 19:29:54,Sierra,SI_Sierra,,16376 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:29:54,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_818237,67ba4c7f-6176-474d-810c-19ddaa51edad
-1,,VP_AW115-G24_1630064_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380327,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,9,45,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 44g to pole 44f, 20’ north of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 19:31:01,Sierra,SI_Sierra,,16376 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:31:01,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_818237,ed224ebc-3c1e-4459-b341-5b11b24a23bd
-1,,VP_AW115-G24_1630065_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380327,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,3,10,Do Not ABATE,,,BC_Br Rmv,Cut and Leave,,None Observed,"0.9 span from pole 44g to pole 44f, 20’ north of line ",,,,,,,Unit,No,Not Invoiced,,,,Cut logs to 14” lengths remove all slash ,sdemaj_awrr,5/12/2020 19:34:16,Sierra,SI_Sierra,,16376 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:34:16,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_818237,b281696f-032b-4d68-bbb9-cf5100aa0f60
-1,,VP_AW115-G24_1630066_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,21,92,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,50 southeast of end pole ,,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:27:15,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 19:55:49,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,711fc314-44fb-4918-9b84-e5fd11125831
-1,,VP_AW115-G24_1630067_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,23,96,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.9 span from pole 1 to end, 50’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:26:35,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:04:25,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,7490f1ea-65f5-41b7-a372-71a5c72ffcd2
-1,,VP_AW115-G24_1630068_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,11,64,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.9 span from pole 1 to end, 50’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:26:53,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:07:04,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,43cf1941-4fcb-473c-9c36-ef1d787c045a
-1,,VP_AW115-G24_1630069_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,20,110,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.9 span from pole 1 to end, 90’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:26:17,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:18:51,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,efca1d01-f24b-4b69-8ddc-7c69f704a6c4
-1,,VP_AW115-G24_1630070_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,23,130,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.9 span from pole 1 to end, 110’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:25:58,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:25:58,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,a5430f00-ee1d-45c6-acf5-71454a3e760b
-1,,VP_AW115-G24_1630071_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Sugar Pine,No,No,36,120,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 1 to end, 80’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:37:50,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:37:50,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,8393a728-cb06-4ce2-b28c-57c158e9931c
-1,,VP_AW115-G24_1630072_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,45,110,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.7 span from pole 1 to end, 50’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:44:43,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:44:43,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,5d449ab8-444d-48a0-8428-da8c0fa4bdb9
-1,,VP_AW115-G24_1630073_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,29,125,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 1 to end, 100’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:51:04,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:51:04,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,232bf8e9-cd06-4733-a6cb-e8d9a9a74397
-1,,VP_AW115-G24_1630074_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,10,50,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 1 to end, 30’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 20:57:08,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 20:57:08,BE_geomartawrrprod,5/13/2020 19:32:26,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,f62b3e37-9e3a-402e-b8cf-9ae02afaa92b
-1,,VP_AW115-G24_1630075_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,11,54,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 1 to end, 30’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 21:00:55,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 21:00:55,BE_geomartawrrprod,5/13/2020 19:32:27,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,dc8fc31d-7626-4fbb-ac7b-2a0305d90851
-1,,VP_AW115-G24_1630076_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,11,60,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.7 span from pole 1 to end, 25’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 21:07:24,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 21:07:24,BE_geomartawrrprod,5/13/2020 19:32:27,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,b14a9e84-6537-43f7-80ac-aff12e8c1ec3
-1,,VP_AW115-G24_1630077_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,16,75,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.7 span from pole 1 to end, 25’ southeast of line",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 21:09:16,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 21:09:16,BE_geomartawrrprod,5/13/2020 19:32:27,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,e82f7741-e4a5-4218-9a57-c5fb604ff7fd
-1,,VP_AW115-G24_1630078_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382132,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,17,85,ABATE,,,F2B_FP-Rmv2 B,Not Needed,,Riparian,"0.6 span from pole 1 to end pole, 20’ southeast of line. Lean towards line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/12/2020 21:15:52,Sierra,SI_Sierra,,16267 GOLD BUG RD,NEVADA CITY,sdemaj_awrr,5/12/2020 21:15:52,BE_geomartawrrprod,5/13/2020 19:32:27,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_806394,732c278b-5dd3-440f-a977-052077716117
-1,,VP_AW115-G23_1627434_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,18,90,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"Tree .9 of span from poles 10 of o endpole,75ft south of lines. ",,,,,,,Unit,No,Not Invoiced,,,,TBD,sdemaj_awrr,5/13/2020 15:46:57,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sdemaj_awrr,5/13/2020 15:46:57,BE_geomartawrrprod,5/13/2020 18:32:01,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,94cbbbc5-3573-43c5-9522-7d10764f0494
-1,,VP_AW115-G23_1627435_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,Hold,,JEF_Jefferson Resources,Ponderosa Pine,No,No,0,0,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,Please delete ,,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/13/2020 16:00:37,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sdemaj_awrr,5/13/2020 15:57:46,BE_geomartawrrprod,5/13/2020 18:32:01,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,36929d93-79d2-46a7-9479-1eb4c3750b85
-1,,VP_AW115-G23_1627435_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,9,75,Do Not ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,"Tree .9 of span from poles 10 of to endpole, 60’ south of lines.",,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash ,sdemaj_awrr,5/13/2020 16:28:44,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sdemaj_awrr,5/13/2020 15:59:40,BE_geomartawrrprod,5/13/2020 18:32:01,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,f5a2cca9-31ea-476d-827c-b49c529e217a
-1,,VP_AW115-G23_1627435_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,Yes,15,70,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,"Tree .8 of span from poles 10 of to endpole, 65’ south of lines.",,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash ,sdemaj_awrr,5/13/2020 16:28:07,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sdemaj_awrr,5/13/2020 16:12:34,BE_geomartawrrprod,5/13/2020 18:32:01,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,8875552c-922c-4e5a-a70f-ca6cb442548a
-1,,VP_AW115-G23_1630623_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,23,95,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 10 to end pole, 75’ south of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/13/2020 16:25:32,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,sdemaj_awrr,5/13/2020 16:25:32,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,77a7d4af-41db-472e-b2d5-4703b36b4a51
-1,,VP_AW115-G23_1630624_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,32,110,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.8 span from pole 10 to end pole, 65’ south of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/13/2020 16:30:15,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,sdemaj_awrr,5/13/2020 16:30:15,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,c83dcb7e-e735-44bb-a350-f1c10a49c22f
-1,,VP_AW115-G23_1630625_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,25,85,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.7 span from pole 10 to end pole, 70’ south of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/13/2020 16:41:14,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,sdemaj_awrr,5/13/2020 16:41:14,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,94af0c1e-5846-4700-8f9e-664d17f62a6a
-1,,VP_AW115-G23_1630626_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,29,100,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"0.7 span from pole 10 to end pole, 90’ south of line ",,,,,,,Unit,No,Not Invoiced,,,,,sdemaj_awrr,5/13/2020 16:43:20,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,sdemaj_awrr,5/13/2020 16:43:20,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,32db144c-3092-4e6f-bd8f-2524a61c1de9
-1,,VP_AW115-G23_1630629_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,16,90,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,0.9 span pole 10 to end pole 40ft south of line,,,,,,,Unit,No,Not Invoiced,,,,Tbd,cwongj_awrr,5/13/2020 15:57:02,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,cwongj_awrr,5/13/2020 15:57:02,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,b4199b7a-72c1-4251-9a2b-13743a3a4317
-1,,VP_AW115-G23_1630630_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,11,75,Do Not ABATE,,,F1B_FP-Rmv1 B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 35 ft south of line. Narrow taper cutting will expose,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash,cwongj_awrr,5/13/2020 16:26:09,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:26:09,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,a1a2dd79-7d9a-48f1-aa37-ff57e18aa59f
-1,,VP_AW115-G23_1630631_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,12,70,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 30 ft south of line. Narrow taper cutting will expose,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash,cwongj_awrr,5/13/2020 16:36:16,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:27:16,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,198b5453-7767-4946-9356-e70c8ad37c2d
-1,,VP_AW115-G23_1630632_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,10,45,Do Not ABATE,,,F1B_FP-Rmv1 B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 20 ft south of line. Narrow taper cutting will expose,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash,cwongj_awrr,5/13/2020 16:35:52,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:35:52,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,7a934d9c-21eb-4415-900b-f53fb2c7f83f
-1,,VP_AW115-G23_1630633_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,25,105,ABATE,,,F3B_FP-Rmv3 B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 10 ft south of line. Reformed fork top overhanging line,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash,cwongj_awrr,5/13/2020 16:39:22,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:39:22,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,a3be1339-3329-449d-bd43-88f5a280d9dd
-1,,VP_AW115-G23_1630634_2020,BRUNSWICK 1105,No,CIP_AW115-G23_383580,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,10,25,Not a Strike Tree,,,R1B_Rmv 1-B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 5 ft south of line. Previously topped and will eventually encroach,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash ,cwongj_awrr,5/13/2020 16:42:59,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:42:59,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,512b2ebe-dc7e-475d-899d-a1b63b657ddc
-1,,VP_AW115-G23_1630635_2020,BRUNSWICK 1105,No,CIP_AW115-G23_379033,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,16,70,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,0.9 span pole 10 to end pole 5 ft south of line.Overhanging. Siding to remove >1/3 canopy,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash ,cwongj_awrr,5/13/2020 16:54:04,Sierra,SI_Sierra,,13127 SARGENT AND JACOBS DR,NEVADA CITY,cwongj_awrr,5/13/2020 16:50:27,BE_geomartawrrprod,5/13/2020 19:32:38,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_815003,53e95686-b6b2-485d-806f-ae70f59b1417
-1,,VP_AW115-G24_1630830_2020,BRUNSWICK 1105,No,CIP_AW115-G24_383377,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,13,54,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"48 Ft East of End pole. Slightly upslope of facility. Tree is tall enough to strike primary line, End pole and guy wire.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/13/2020 16:11:36,Sierra,SI_Sierra,,13017 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/13/2020 16:11:36,BE_geomartawrrprod,5/13/2020 19:32:48,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_819291,86b0b524-70fa-4fac-b4a6-1cf14ea508de
-1,,VP_AW115-G24_1630831_2020,BRUNSWICK 1105,No,CIP_AW115-G24_383377,No Work Required Under EVM,,JEF_Jefferson Resources,Cedar,No,No,13,57,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"53 Ft East of End pole. Upslope of facility; tree is tall enough to strike primary line, guy wire and end pole.",,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/13/2020 16:14:01,Sierra,SI_Sierra,,13033 SUMMIT RIDGE DR,NEVADA CITY,amchuj_awrr,5/13/2020 16:14:01,BE_geomartawrrprod,5/13/2020 19:32:48,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_1716388,0a2713cf-b2c4-469a-960d-b6b997da9668
